#TLB experiment
#   page size = 4096 bytes
#   max pages = 16384
#   total number of references = 1 Mi
#pages	 proc		 sum
4	 0.0007920000	 1048576
8	 0.0007640000	 1048576
16	 0.0005150000	 1048576
32	 0.0007840000	 1048576
64	 0.0024580000	 1048576
128	 0.0019280000	 1048576
256	 0.0020950000	 1048576
512	 0.0019070000	 1048576
1024	 0.0041990000	 1048576
2048	 0.0101240000	 1048576
4096	 0.0108850000	 1048576
8192	 0.0137670000	 1048576
16384	 0.0195330000	 1048576
