#TLB experiment
#   page size = 4096 bytes
#   max pages = 16384
#   total number of references = 1 Mi
#pages	 proc		 sum
4	 0.0007130000	 1048576
8	 0.0004930000	 1048576
16	 0.0003860000	 1048576
32	 0.0003940000	 1048576
64	 0.0003360000	 1048576
128	 0.0003680000	 1048576
256	 0.0003570000	 1048576
512	 0.0003230000	 1048576
1024	 0.0003250000	 1048576
2048	 0.0003150000	 1048576
4096	 0.0003140000	 1048576
8192	 0.0003260000	 1048576
16384	 0.0003120000	 1048576
